name,artistIds,asciiName,attractionLights,availability,boosterTypes,borderColor,cardParts,colorIdentity,colorIndicator,colors,defense,duelDeck,edhrecRank,edhrecSaltiness,faceConvertedManaCost,faceFlavorName,faceManaValue,faceName,finishes,flavorName,flavorText,frameEffects,frameVersion,hand,hasAlternativeDeckLimit,hasContentWarning,hasFoil,hasNonFoil,isAlternative,isFullArt,isFunny,isOnlineOnly,isOversized,isPromo,isRebalanced,isReprint,isReserved,isStarter,isStorySpotlight,isTextless,isTimeshifted,keywords,language,layout,leadershipSkills,life,loyalty,manaCost,manaValue,originalPrintings,originalReleaseDate,originalText,originalType,otherFaceIds,power,printings,promoTypes,rarity,rebalancedPrintings,relatedCards,securityStamp,setCode,side,signature,sourceProducts,subsets,subtypes,supertypes,text,toughness,type,types,uuid,variations,watermark
"Totentanz, Swarm Piper",20871267-2d8a-41d5-b03a-be3d557c5734,,,"arena, mtgo, paper",default,black,,"B, R",,"B, R",,,11785,0.17,,,,,"nonfoil, foil",,"Among the rats, he found the acceptance the human world never gave him.",legendary,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,"{""brawl"": true, ""commander"": true, ""oathbreaker"": false}",,,{1}{B}{R},3,,,"Whenever Totentanz, Swarm Piper or another nontoken creature you control dies, create a 1/1 black Rat creature token with ""This creature can't block.""\n{1}{B}: Target attacking Rat you control gains deathtouch until end of turn.",Legendary Creature â€” Human Warlock Bard,,2,WOE,,uncommon,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,"Human, Warlock, Bard",Legendary,"Whenever Totentanz, Swarm Piper or another nontoken creature you control dies, create a 1/1 black Rat creature token with ""This creature can't block.""\n{1}{B}: Target attacking Rat you control gains deathtouch until end of turn.",3,Legendary Creature â€” Human Warlock Bard,Creature,9240b281-0ade-5aca-b6ab-acbd02c7a5de,,
"Troyan, Gutsy Explorer",a5f8354a-8b51-4e59-96b2-0e3aeae4fa1d,,,"arena, mtgo, paper",default,black,,"G, U",,"G, U",,,10311,0.14,,,,,"nonfoil, foil",,"""The streets of Ravnica were stifling. Eldraine is an endless adventure paved in gold.""",legendary,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,"{""brawl"": true, ""commander"": true, ""oathbreaker"": false}",,,{1}{G}{U},3,,,"{T}: Add {G}{U}. Spend this mana only to cast spells with mana value 5 or greater or spells with {X} in their mana costs.\n{U}, {T}: Draw a card, then discard a card.",Legendary Creature â€” Vedalken Scout,,1,WOE,,uncommon,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,"Vedalken, Scout",Legendary,"{T}: Add {G}{U}. Spend this mana only to cast spells with mana value 5 or greater or spells with {X} in their mana costs.\n{U}, {T}: Draw a card, then discard a card.",3,Legendary Creature â€” Vedalken Scout,Creature,3522035a-1bc3-5c00-a73b-12a5e918ea75,,
Callous Sell-Sword // Burn Together,76bc57c7-47c6-40c5-8797-8ffcce430ac7,,,"arena, mtgo, paper",default,black,,"B, R",,B,,,15093,,2,,2,Callous Sell-Sword,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,,English,adventure,,,,{1}{B},2,,,Callous Sell-Sword enters the battlefield with a +1/+1 counter on it for each creature that died under your control this turn.,Creature â€” Human Soldier,8f9c2348-0888-57bf-930e-5bb704ab6d62,2,WOE,,uncommon,,,,WOE,a,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,"Human, Soldier",,Callous Sell-Sword enters the battlefield with a +1/+1 counter on it for each creature that died under your control this turn.,2,Creature â€” Human Soldier,Creature,c76d53fd-2435-54c7-a66e-db7bceb3b39e,,
Frolicking Familiar // Blow Off Steam,bb2a9339-bbe4-445f-9736-3c43379ee076,,,"arena, mtgo, paper",default,black,,"R, U",,U,,,10713,,3,,3,Frolicking Familiar,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,Flying,English,adventure,,,,{2}{U},3,,,"Flying\nWhenever you cast an instant or sorcery spell, Frolicking Familiar gets +1/+1 until end of turn.",Creature â€” Otter Wizard,31bd771d-a1b9-5625-bb14-f9518406564d,2,WOE,,uncommon,,,,WOE,a,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,"Otter, Wizard",,"Flying\nWhenever you cast an instant or sorcery spell, Frolicking Familiar gets +1/+1 until end of turn.",2,Creature â€” Otter Wizard,Creature,54578bf7-e702-59fd-b873-74540d60102c,,
Gingerbread Hunter // Puny Snack,1eced451-4da5-42bc-b49d-70c41246581f,,,"arena, mtgo, paper",default,black,,"B, G",,G,,,18187,,5,,5,Gingerbread Hunter,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,Food,English,adventure,,,,{4}{G},5,,,"When Gingerbread Hunter enters the battlefield, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",Creature â€” Giant,46ce4c69-a894-56f4-8620-54425ec91517,5,WOE,,uncommon,,,,WOE,a,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,Giant,,"When Gingerbread Hunter enters the battlefield, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",5,Creature â€” Giant,Creature,408eb47f-db3b-5e15-800c-fae23e244dcd,,
Imodane's Recruiter // Train Troops,7a6f1667-a8ac-47f5-a302-f71cb54b2adf,,,"arena, mtgo, paper",default,black,,"R, W",,R,,,17467,,3,,3,Imodane's Recruiter,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,,English,adventure,,,,{2}{R},3,,,"When Imodane's Recruiter enters the battlefield, creatures you control get +1/+0 and gain haste until end of turn.",Creature â€” Human Knight,f358ec5c-ad0d-5b68-8d2f-edc92b13022d,2,WOE,,uncommon,,,,WOE,a,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,"Human, Knight",,"When Imodane's Recruiter enters the battlefield, creatures you control get +1/+0 and gain haste until end of turn.",2,Creature â€” Human Knight,Creature,d07c6d79-289a-5a83-a221-13eff0e629ba,,
Picnic Ruiner // Stolen Goodies,cd897b75-a7b0-4902-8dc4-b1fda5303ec8,,,"arena, mtgo, paper",default,black,,"G, R",,R,,,14111,,2,,2,Picnic Ruiner,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,,English,adventure,,,,{1}{R},2,,,"Whenever Picnic Ruiner attacks while you control a creature with power 4 or greater, Picnic Ruiner gains double strike until end of turn.",Creature â€” Goblin Rogue,6f95e294-707b-5eb4-a603-84a0e954cd16,2,WOE,,uncommon,,,,WOE,a,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,"Goblin, Rogue",,"Whenever Picnic Ruiner attacks while you control a creature with power 4 or greater, Picnic Ruiner gains double strike until end of turn.",2,Creature â€” Goblin Rogue,Creature,8f56053c-db00-5913-8a17-63ec7a8931f4,,
Shrouded Shepherd // Cleave Shadows,d20672ca-0555-4238-a984-fd171d36b247,,,"arena, mtgo, paper",default,black,,"B, W",,W,,,19986,,2,,2,Shrouded Shepherd,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,,English,adventure,,,,{1}{W},2,,,"When Shrouded Shepherd enters the battlefield, target creature you control gets +2/+2 until end of turn.",Creature â€” Spirit Warrior,0e26f681-97bf-50b0-a321-f02cdfd9a53a,2,WOE,,uncommon,,,,WOE,a,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,"Spirit, Warrior",,"When Shrouded Shepherd enters the battlefield, target creature you control gets +2/+2 until end of turn.",2,Creature â€” Spirit Warrior,Creature,e47fea04-1518-54ff-887e-c22523863586,,
Spellscorn Coven // Take It Back,14cf4c0c-1a83-4366-ba61-6d0a26ee5a69,,,"arena, mtgo, paper",default,black,,"B, U",,B,,,10120,,4,,4,Spellscorn Coven,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,Flying,English,adventure,,,,{3}{B},4,,,"Flying\nWhen Spellscorn Coven enters the battlefield, each opponent discards a card.",Creature â€” Faerie Warlock,7a749949-b0a4-57ec-85a2-224ff28b606f,2,WOE,,uncommon,,,,WOE,a,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""ddfe3fb9-b57f-526c-ba3a-442e144",,"Faerie, Warlock",,"Flying\nWhen Spellscorn Coven enters the battlefield, each opponent discards a card.",3,Creature â€” Faerie Warlock,Creature,fa765318-c9ca-50c2-ac97-b7220928b383,,
Tempest Hart // Scan the Clouds,b701136e-c578-4a48-9383-1c2a5381ecb2,,,"arena, mtgo, paper",default,black,,"G, U",,G,,,11918,,4,,4,Tempest Hart,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,Trample,English,adventure,,,,{3}{G},4,,,"Trample\nWhenever you cast a spell with mana value 5 or greater, put a +1/+1 counter on Tempest Hart.",Creature â€” Elemental Elk,e2b3bb4d-ca56-55bf-a3cb-8b65c05e1e94,3,WOE,,uncommon,,,,WOE,a,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,"Elemental, Elk",,"Trample\nWhenever you cast a spell with mana value 5 or greater, put a +1/+1 counter on Tempest Hart.",4,Creature â€” Elemental Elk,Creature,622420ae-fa6a-5c03-befc-871d0da983fe,,
Threadbind Clique // Rip the Seams,89ba58cb-84a6-480b-a86c-d8ae57df2834,,,"arena, mtgo, paper",default,black,,"U, W",,U,,,14734,,4,,4,Threadbind Clique,"nonfoil, foil",,Giggles of delight may be the last thing you hear.,,2015,,,,True,True,,,,,,,,,,,,,,Flying,English,adventure,,,,{3}{U},4,,,Flying,Creature â€” Faerie,25741935-6add-5aa2-8ea8-711d53325531,3,WOE,,uncommon,,,,WOE,a,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,Faerie,,Flying,3,Creature â€” Faerie,Creature,d215b905-d954-5ef7-a197-43f6ddc9f59a,,
Woodland Acolyte // Mend the Wilds,a1139fb8-41f5-4a9e-9a74-f662e1a23b35,,,"arena, mtgo, paper",default,black,,"G, W",,W,,,11475,,3,,3,Woodland Acolyte,"nonfoil, foil",,He left knighthood behind to heal the scars of the invasion.,,2015,,,,True,True,,,,,,,,,,,,,,,English,adventure,,,,{2}{W},3,,,"When Woodland Acolyte enters the battlefield, draw a card.",Creature â€” Human Cleric,09d6a819-f481-55b9-b715-3e4a87885f0d,2,WOE,,uncommon,,,,WOE,a,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,"Human, Cleric",,"When Woodland Acolyte enters the battlefield, draw a card.",2,Creature â€” Human Cleric,Creature,e32cb62e-af7a-5404-b90b-77a4a4367ff4,,
Candy Trail,4f0a0e38-d74c-4e0b-ad91-fecccb1afa5d,,,"arena, mtgo, paper",default,black,,,,,,,8753,0.07,,,,,"nonfoil, foil",,"""Look! Another one! Who cares what Mother said? We'll be home before she gets back.""\nâ€”Daniela, Edgewall youth",,2015,,,,True,True,,,,,,,,,,,,,,Scry,English,normal,,,,{1},1,,,"When Candy Trail enters the battlefield, scry 2.\n{2}, {T}, Sacrifice Candy Trail: You gain 3 life and draw a card.",Artifact â€” Food Clue,,,WOE,,common,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,"Food, Clue",,"When Candy Trail enters the battlefield, scry 2.\n{2}, {T}, Sacrifice Candy Trail: You gain 3 life and draw a card.",,Artifact â€” Food Clue,Artifact,0761cdc2-eb74-5a58-896b-32d548e955c2,,
Collector's Vault,36450ae0-6428-47cb-b1ff-0549e0bbb7ee,,,"arena, mtgo, paper",default,black,,,,,,,4553,,,,,,"nonfoil, foil",,"Beluna makes a habit of ""liberating"" valuables from the world below, from priceless artifacts to historic buildings.",,2015,,,,True,True,,,,,,,,,,,,,,Treasure,English,normal,,,,{2},2,,,"{2}, {T}: Draw a card, then discard a card. Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",Artifact,,,WOE,,uncommon,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,,,"{2}, {T}: Draw a card, then discard a card. Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",,Artifact,Artifact,0366cae7-b50f-5838-bdcb-0e41b3eaffc5,,
Eriette's Tempting Apple,bb677b1a-ce51-4888-83d6-5a94de461ff9,,,"arena, mtgo, paper",default,black,,,,,,,8597,0.28,,,,,"nonfoil, foil",,,legendary,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{4},4,,,"When Eriette's Tempting Apple enters the battlefield, gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn.\n{2}, {T}, Sacrifice Eriette's Tempting Apple: You gain 3 life.\n{2}, {T}, Sacrifice Eriette's ",Legendary Artifact â€” Food,,,WOE,,uncommon,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,Food,Legendary,"When Eriette's Tempting Apple enters the battlefield, gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn.\n{2}, {T}, Sacrifice Eriette's Tempting Apple: You gain 3 life.\n{2}, {T}, Sacrifice Eriette's ",,Legendary Artifact â€” Food,Artifact,ea042ab2-ddf3-55d7-a559-3a93b6baa8ca,,
Gingerbrute,f0c43e1b-1853-4abc-8a1b-d7dda6c1d592,,,"arena, mtgo, paper",default,black,,,,,,,1344,0.08,,,,,"nonfoil, foil",,"Sometimes, ""as fast as you can"" isn't quite fast enough.",,2015,,,,True,True,,,,,,,,True,,,,,,Haste,English,normal,,,,{1},1,,,"Haste\n{1}: Gingerbrute can't be blocked this turn except by creatures with haste.\n{2}, {T}, Sacrifice Gingerbrute: You gain 3 life.",Artifact Creature â€” Food Golem,,1,"ELD, JMP, PMEI, WOE",,common,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,"Food, Golem",,"Haste\n{1}: Gingerbrute can't be blocked this turn except by creatures with haste.\n{2}, {T}, Sacrifice Gingerbrute: You gain 3 life.",1,Artifact Creature â€” Food Golem,"Artifact, Creature",8532e156-9ec1-5319-ae8f-8fc896c60aaa,,
Scarecrow Guide,f0c43e1b-1853-4abc-8a1b-d7dda6c1d592,,,"arena, mtgo, paper",default,black,,,,,,,16841,,,,,,"nonfoil, foil",,"""You're doing a splendid job, my noble stitched friend. Not a single bird has attacked us!""\nâ€”Troyan",,2015,,,,True,True,,,,,,,,,,,,,,Reach,English,normal,,,,{2},2,,,Reach\n{1}: Add one mana of any color. Activate only once each turn.,Artifact Creature â€” Scarecrow,,2,WOE,,common,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,Scarecrow,,Reach\n{1}: Add one mana of any color. Activate only once each turn.,1,Artifact Creature â€” Scarecrow,"Artifact, Creature",f6b8b3c4-32c2-5e38-985a-c928881ea340,,
Soul-Guide Lantern,aa807c8c-d07f-4f09-90d3-b2cbf5b86dbf,,,"arena, mtgo, paper",default,black,,,,,,,1065,0.24,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,True,,,,,,,English,normal,,,,{1},1,,,"When Soul-Guide Lantern enters the battlefield, exile target card from a graveyard.\n{T}, Sacrifice Soul-Guide Lantern: Exile each opponent's graveyard.\n{1}, {T}, Sacrifice Soul-Guide Lantern: Draw a card.",Artifact,,,"BRR, ONC, THB, WOE",,uncommon,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,,,"When Soul-Guide Lantern enters the battlefield, exile target card from a graveyard.\n{T}, Sacrifice Soul-Guide Lantern: Exile each opponent's graveyard.\n{1}, {T}, Sacrifice Soul-Guide Lantern: Draw a card.",,Artifact,Artifact,28d77d9e-ec33-5aa2-abbd-4fb5f40879d7,,
Three Bowls of Porridge,cd897b75-a7b0-4902-8dc4-b1fda5303ec8,,,"arena, mtgo, paper",default,black,,,,,,,13599,0.1,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{2},2,,,"{2}, {T}: Choose one that hasn't been chosen â€”\nâ€¢ Three Bowls of Porridge deals 2 damage to target creature.\nâ€¢ Tap target creature.\nâ€¢ Sacrifice Three Bowls of Porridge. You gain 3 life.",Artifact â€” Food,,,WOE,,uncommon,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,Food,,"{2}, {T}: Choose one that hasn't been chosen â€”\nâ€¢ Three Bowls of Porridge deals 2 damage to target creature.\nâ€¢ Tap target creature.\nâ€¢ Sacrifice Three Bowls of Porridge. You gain 3 life.",,Artifact â€” Food,Artifact,eea49276-523d-5a62-ad19-f626e1b7bf21,,
Edgewall Inn,bb677b1a-ce51-4888-83d6-5a94de461ff9,,,"arena, mtgo, paper",default,black,,,,,,,9779,0.04,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,,0,,,"Edgewall Inn enters the battlefield tapped.\nAs Edgewall Inn enters the battlefield, choose a color.\n{T}: Add one mana of the chosen color.\n{3}, {T}, Sacrifice Edgewall Inn: Return target card that has an Adventure from your graveyard to your hand.",Land,,,WOE,,uncommon,,,,WOE,,,"{""foil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c"", ""cd6988ad-afc6-5926-b41e-88be446d9bb7""], ""nonfoil"": [""1ff62823-f41c-5334-af14-20c5cc28e84d"", ""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,,,"Edgewall Inn enters the battlefield tapped.\nAs Edgewall Inn enters the battlefield, choose a color.\n{T}: Add one mana of the chosen color.\n{3}, {T}, Sacrifice Edgewall Inn: Return target card that has an Adventure from your graveyard to your hand.",,Land,Land,39ec1aad-886d-5f16-a10d-b8d282336677,,
Food Coma,aa807c8c-d07f-4f09-90d3-b2cbf5b86dbf,,,"arena, mtgo, paper",,black,,W,,W,,,17212,0.09,,,,,"nonfoil, foil",,"""Busy as a bumblesheep""\nâ€”Faerie expression meaning ""asleep""",,2015,,,,True,True,,,,,,,,,,True,,,,Food,English,normal,,,,{3}{W},4,,,"When Food Coma enters the battlefield, exile target creature an opponent controls until Food Coma leaves the battlefield. Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",Enchantment,,,WOE,,uncommon,,,,WOE,,,"{""nonfoil"": [""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,,,"When Food Coma enters the battlefield, exile target creature an opponent controls until Food Coma leaves the battlefield. Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",,Enchantment,Enchantment,0a5e7e8d-82d3-51dc-9e42-f929b7efb4d2,,
Lady of Laughter,dcd3cf0d-67b7-4b73-8e62-1d318bf6209c,,,"arena, mtgo, paper",,black,,W,,W,,,17949,0.13,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,True,,,,"Celebration, Flying",English,normal,,,,{3}{W}{W},5,,,"Flying\nCelebration â€”Â \nAt the beginning of your end step, if two or more nonland permanents entered the battlefield under your control this turn, draw a card.",Creature â€” Faerie Noble,,4,WOE,,rare,,,oval,WOE,,,"{""nonfoil"": [""86ab9007-922a-5f13-8ffa-aaa8b775c06c""]}",,"Faerie, Noble",,"Flying\nCelebration â€” At the beginning of your end step, if two or more nonland permanents entered the battlefield under your control this turn, draw a card.",5,Creature â€” Faerie Noble,Creature,59b3a982-1cf5-5469-b9b6-0c4c39f59c6a,3155d297-4e02-5323-bdd3-b107f7d1b47b,
